date_time,Campaign,Comment,Temp_A,RH_A,Temp_B,RH_B,Temp_C,RH_C,Temp_D,RH_D,A_01,A_02,A_03,A_04,A_05,A_06,A_09,A_10,A_11,A_12,B_13,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24
07/07/21 17:36,Campagne_35_,,27.58,63.56,27.65,65.05,26.46,66.47,26.34,68.14,1.304323925,1.919719867,1.71764457,2.503854452,1.030004753,1.685139013,1.709085983,1.88176138,1.603845602,1.468949111,1.651077863,1.564353609,1.253243651,1.741561227,1.282963464,1.191904834,2.701246358,1.158202892,1.111885716,0.97387697,1.367089882,0.701753266
07/07/21 17:41,Campagne_35_,,27.54,63.72,27.72,64.9,26.49,65.93,26.31,68.18,1.272711925,1.915340968,1.72159935,2.532604183,1.013978584,1.662684862,1.728127835,1.899496654,1.60577101,1.441574105,1.634306893,1.573046267,1.269615564,1.719918576,1.289948299,1.190221394,2.676269303,1.152243178,1.091330754,0.979451356,1.369521013,0.681830731
07/07/21 17:46,Campagne_35_,,27.48,64.19,27.53,65.27,26.38,66.4,26.07,68.11,1.260692703,1.908042975,1.707994827,2.528396859,1.044588719,1.65653302,1.714431174,1.847195385,1.598069553,1.451375038,1.620787584,1.598632199,1.254299727,1.717382292,1.281014143,1.20503596,2.670592762,1.173016706,1.106149523,0.966007342,1.359796665,0.696493641
07/07/21 17:51,Campagne_35_,,27.42,64.84,27.75,65.15,26.51,65.64,26.24,67.93,1.287036096,1.951020485,1.708943988,2.510165438,1.040742384,1.668836705,1.702070677,1.876694131,1.62791302,1.434645937,1.646457256,1.598796155,1.258172823,1.691681587,1.279389592,1.196955337,2.684540828,1.173016706,1.117940823,0.997322134,1.343589361,0.706694068
07/07/21 17:56,Campagne_35_,,27.54,63.49,27.59,65.5,26.41,66.13,26.23,67.77,1.266290666,1.960589076,1.714006234,2.542947061,1.03737684,1.660070416,1.744497181,1.840137341,1.594058346,1.440729313,1.647312985,1.580098838,1.252539349,1.706730082,1.278090161,1.180457149,2.674160888,1.162119114,1.120490261,0.965351584,1.369683204,0.689002775
07/07/21 18:01,Campagne_35_,,27.49,63.36,27.62,64.94,26.48,66.45,26.33,68.72,1.324575236,1.934153902,1.720017472,2.529974606,1.006286084,1.678218294,1.69655851,1.854977266,1.605450223,1.437687625,1.608294892,1.564025521,1.276305114,1.708759109,1.289460969,1.195945236,2.69573195,1.153946058,1.105352748,0.97846763,1.369358995,0.7051003
07/07/21 18:06,Campagne_35_,,27.61,63.85,27.83,64.95,26.58,66.18,26.27,68.07,1.257893811,1.926369192,1.727294313,2.539966811,1.022953252,1.673296886,1.724620092,1.87090285,1.581062019,1.462358788,1.660489966,1.559105082,1.266622751,1.721778578,1.274841234,1.183655741,2.683405554,1.146624258,1.085435103,0.991583853,1.360282891,0.694899873
07/07/21 18:11,Campagne_35_,,27.55,64.15,27.76,65.24,26.55,66.24,26.26,68.68,1.235337374,1.941614018,1.712898767,2.499647129,1.011414417,1.662684862,1.724620092,1.840499357,1.590367924,1.439039547,1.612230842,1.580262794,1.263101995,1.690498048,1.273866574,1.195945236,2.653076397,1.153094618,1.133237623,0.994535029,1.350720561,0.692827956
07/07/21 18:16,Campagne_35_,,27.51,63.59,27.69,65,26.61,65.68,26.27,68.11,1.254271621,1.927666701,1.705305652,2.507886345,1.004362916,1.680371348,1.698562934,1.8801326,1.599674002,1.435321989,1.620958656,1.564681521,1.261517598,1.706391851,1.293684556,1.186349462,2.696380653,1.160756847,1.11316052,0.979779323,1.364334717,0.686293385
07/07/21 18:21,Campagne_35_,,27.48,63.96,27.66,64.91,26.49,65.87,26.34,67.81,1.235666551,1.920044288,1.715904386,2.530500521,1.006766876,1.673450628,1.69906404,1.875789188,1.59261429,1.441574105,1.650393206,1.565009609,1.252363368,1.7121407,1.269480776,1.185675942,2.658590805,1.170462568,1.092605387,0.943054041,1.361255343,0.669877038
07/07/21 18:26,Campagne_35_,,27.44,64.03,27.53,65.78,26.44,65.97,26.15,68.46,1.25081402,1.943073651,1.694548612,2.512970257,1.011735002,1.669144355,1.695222167,1.891714773,1.595502401,1.446812506,1.621129728,1.562385433,1.282994665,1.705208312,1.274516464,1.188032903,2.651941124,1.166375949,1.10280331,0.959285335,1.359472456,0.692509134
07/07/21 18:31,Campagne_35_,,27.55,63.79,27.8,65.08,26.54,65.83,26.24,68.01,1.235995906,1.937072995,1.69660507,2.502101463,1.029363755,1.658993889,1.724453116,1.844299842,1.592293331,1.438363495,1.605899144,1.556808994,1.263101995,1.698952206,1.272567143,1.210086462,2.65940164,1.152413575,1.079380166,0.986009467,1.353637917,0.703347034
07/07/21 18:36,Campagne_35_,,27.51,64.45,27.76,65.82,26.65,65.69,26.29,68.21,1.169643658,1.953939752,1.725870572,2.499471886,1.018465918,1.669452005,1.702738758,1.859682499,1.588442689,1.430590536,1.592893052,1.561893389,1.254651878,1.704024774,1.268993445,1.183319161,2.657779796,1.113250442,1.084797786,0.986993193,1.355906856,0.686452711
07/07/21 18:41,Campagne_35_,,27.38,64.45,27.66,64.96,26.55,66.25,26.34,68.09,1.308604647,1.951993574,1.713689791,2.511742996,1.023594423,1.667760178,1.698061828,1.902392197,1.594058346,1.429069692,1.613599972,1.559761258,1.260461334,1.714846008,1.268830886,1.183824211,2.653562967,1.130618392,1.092924131,0.971253761,1.368710752,0.677846053
07/07/21 18:46,Campagne_35_,,27.44,64.19,27.72,65.3,26.61,65.86,26.33,68,1.234020133,1.952155698,1.713531654,2.501049633,1.030485545,1.688830152,1.72361788,1.812086464,1.599674002,1.438194573,1.577491212,1.555332862,1.255004029,1.714676983,1.252586775,1.180457149,2.647075418,1.143389079,1.100253872,0.992239611,1.353961952,0.661270551
07/07/21 18:51,Campagne_35_,,27.37,64.46,27.66,64.71,26.48,66.43,26.41,68.05,1.315519849,1.941451895,1.689011955,2.54382365,1.013497792,1.650688827,1.723116774,1.863482985,1.603685209,1.430759458,1.594090926,1.571078092,1.244441383,1.686101944,1.265419748,1.18113067,2.658915069,1.138451019,1.083363695,0.984861846,1.338240874,0.678961845
07/07/21 18:56,Campagne_35_,,27.49,63.74,27.62,65.04,26.41,65.99,26.2,68.01,1.247356418,1.908367222,1.70783669,2.502276706,0.998753791,1.677756901,1.673173858,1.830002843,1.603524816,1.422817394,1.614969102,1.560089169,1.247082044,1.709266366,1.26818117,1.188706243,2.630370062,1.124829076,1.09642963,0.973385107,1.32559917,0.703984508
07/07/21 19:01,Campagne_35_,,27.55,63.66,27.78,64.49,26.42,65.92,26.1,68.41,1.185943601,1.955561509,1.710209592,2.50736043,1.02247246,1.65684067,1.72829481,1.866559633,1.601759802,1.424676083,1.603845541,1.550904467,1.255532162,1.694217871,1.266069464,1.174901778,2.667186768,1.132661702,1.096588916,0.98109084,1.343589361,0.666530176
07/07/21 19:06,Campagne_35_,,27.62,63.65,27.9,64.48,26.58,65.67,26.33,68.44,1.317166267,1.906258921,1.70198359,2.501926033,1.023914836,1.68114039,1.701402416,1.840318446,1.569830534,1.424000212,1.591352849,1.561237213,1.253771594,1.694556102,1.251287344,1.173723206,2.634262452,1.124488646,1.092286814,0.984533879,1.323492249,0.681671234
07/07/21 19:11,Campagne_35_,,27.54,63.79,27.83,64.41,26.56,66,26.33,68.12,1.208829393,1.941776315,1.700717986,2.50175079,1.017344127,1.67421967,1.756857499,1.856786956,1.576890246,1.419944629,1.592379651,1.553364687,1.243033156,1.721778578,1.249662793,1.172881577,2.640101298,1.123977818,1.089418632,0.990108265,1.337916666,0.682627529
07/07/21 19:16,Campagne_35_,,27.57,63.62,27.73,64.71,26.46,66.42,26.21,68.8,1.255259507,1.94972315,1.71716999,2.524890882,1.012856793,1.676680374,1.727292598,1.849729107,1.578013515,1.421127447,1.622498858,1.558613038,1.236519587,1.721609371,1.268830886,1.175575118,2.626639629,1.141005156,1.086231706,0.956334159,1.35185503,0.660951729
07/07/21 19:21,Campagne_35_,,27.6,63.98,27.73,65.13,26.59,65.75,26.37,67.78,1.292469293,1.915016721,1.713847928,2.511041838,1.009170664,1.664069039,1.695723273,1.851719707,1.584270916,1.413354487,1.612402098,1.558941126,1.239512211,1.712309906,1.252749335,1.179278759,2.650643544,1.124318248,1.076193241,0.959777198,1.348289431,0.657604695
07/07/21 19:26,Campagne_35_,,27.58,63.4,27.8,64.86,26.56,65.97,26.21,68.35,1.182321411,1.917125022,1.708311271,2.505607441,1.019106917,1.66283877,1.705077134,1.881037348,1.586677675,1.403384633,1.621985458,1.561073257,1.250250838,1.690667073,1.253561436,1.182814111,2.63977686,1.124829076,1.078424106,0.980599153,1.323492249,0.664298763
07/07/21 19:31,Campagne_35_,,27.37,64.67,27.59,65.62,26.46,66.14,26.27,68.44,1.315355084,1.921666045,1.710684172,2.48842785,1.011414417,1.677295509,1.655468349,1.865654691,1.602722506,1.405074399,1.61873398,1.551724599,1.24831429,1.683396454,1.251449729,1.166315923,2.619827816,1.12874548,1.085275646,0.976992042,1.341968492,0.698406232
07/07/21 19:36,Campagne_35_,,27.51,63.38,27.66,65.13,26.45,65.65,26.26,67.89,1.272876514,1.986375582,1.71226605,2.522962462,1.018145505,1.660531808,1.701736546,1.835794123,1.585394013,1.418930733,1.571843803,1.55762895,1.263277976,1.675787785,1.272404757,1.168672885,2.660861351,1.143559294,1.069182243,0.946005041,1.325274962,0.687090184
07/07/21 19:41,Campagne_35_,,27.6,63.4,27.83,64.37,26.58,65.44,26.34,67.82,1.223318152,1.939830138,1.710209592,2.521209474,1.016382543,1.666068351,1.678184919,1.815525128,1.578494867,1.398991023,1.605727888,1.552708687,1.256060294,1.664459112,1.241378352,1.177595319,2.643993863,1.12908591,1.078742679,0.97846763,1.304043379,0.672427102
07/07/21 19:46,Campagne_35_,,27.55,63.32,27.69,64.78,26.51,65.68,26.27,67.56,1.286212799,1.922476836,1.706096506,2.510691353,1.0320883,1.672835493,1.703072889,1.831812727,1.577050812,1.407440035,1.59665793,1.551068423,1.263277976,1.677985837,1.24543938,1.164632483,2.618368104,1.15667041,1.069182243,0.954858571,1.316523066,0.674339693
07/07/21 19:51,Campagne_35_,,27.49,63.94,27.78,64.86,26.55,66.05,26.41,67.95,1.295597716,1.939343593,1.698661528,2.508938176,1.007087289,1.654533708,1.691714604,1.820230361,1.587159027,1.407440035,1.585020967,1.53286315,1.24391325,1.685425481,1.230494701,1.187696143,2.610582976,1.117507459,1.065358,0.951415531,1.335485709,0.652504567
07/07/21 19:56,Campagne_35_,,27.44,64.84,27.72,65.13,26.51,66.83,26.31,68.3,1.268595792,1.913881334,1.701667146,2.511217268,0.995227868,1.645152284,1.670167221,1.858596647,1.559240967,1.39037309,1.615824648,1.549100423,1.231238263,1.70334831,1.259409399,1.162107232,2.622260669,1.131469833,1.067270122,0.96289227,1.325274962,0.672586599
07/07/21 20:01,Campagne_35_,,27.64,64.21,27.79,64.88,26.69,65.73,26.39,68.15,1.241923045,1.914043632,1.692333847,2.496141151,1.024555835,1.660070416,1.693050767,1.815344023,1.567744734,1.393921726,1.596144529,1.534011194,1.262749844,1.70301026,1.236667609,1.162780572,2.611556117,1.12789404,1.096588916,0.956006192,1.30534004,0.674021042
07/07/21 20:06,Campagne_35_,,27.6,63.64,27.76,65.29,26.52,66.08,26.46,68.31,1.266290666,1.95929174,1.689486535,2.506484029,1.015581166,1.668067828,1.656470561,1.856786956,1.577211205,1.39425957,1.578346941,1.528434755,1.250250838,1.690498048,1.261196161,1.164464193,2.617719402,1.127553611,1.092127357,0.950595701,1.316198857,0.664776911
07/07/21 20:11,Campagne_35_,,27.47,63.62,27.72,64.75,26.44,65.96,26.36,68.56,1.245545412,1.981834559,1.705305652,2.520157643,1.024395628,1.648997165,1.70557824,1.803218924,1.561487161,1.392400882,1.569448055,1.545984028,1.249898687,1.661753803,1.251287344,1.151333067,2.621125221,1.137429364,1.079220709,0.952563152,1.304691623,0.64931703
07/07/21 20:16,Campagne_35_,,27.52,63.39,27.65,65,26.49,66.1,26.34,68.23,1.24077057,1.878201816,1.696921513,2.505432199,1.025197006,1.648997165,1.69438711,1.879951495,1.568707438,1.389359194,1.568592326,1.537947545,1.239336229,1.703179285,1.246738986,1.166989444,2.629072482,1.126531956,1.053885444,0.953055015,1.303395136,0.685018268
07/07/21 20:21,Campagne_35_,,27.47,63.97,27.62,65.75,26.55,65.62,26.36,68.29,1.331161084,1.892960273,1.701350873,2.499121213,1.01125421,1.655764143,1.654132006,1.862940058,1.565819327,1.390035064,1.575951009,1.53417515,1.235463322,1.696415923,1.242028068,1.15840359,2.607177156,1.10609904,1.039225961,0.969614277,1.324464701,0.665414384
07/07/21 20:26,Campagne_35_,,27.49,63.98,27.82,64.49,26.52,65.93,26.31,68.26,1.286212799,1.951669153,1.695972353,2.494037489,1.031607508,1.651457869,1.646114488,1.824573773,1.565017016,1.382768871,1.590497304,1.527614623,1.250074857,1.69996672,1.236180279,1.163622382,2.604581997,1.119039759,1.061215185,0.972401382,1.327219866,0.651548272
07/07/21 20:31,Campagne_35_,,27.58,63.54,27.78,64.79,26.62,65.65,26.34,67.5,1.234184722,1.9716173,1.68141867,2.485973515,1.023113631,1.642537673,1.682527719,1.8108197,1.571595549,1.379051314,1.57115933,1.518265965,1.223140297,1.695739641,1.244627105,1.161770652,2.61625969,1.105758428,1.066951378,0.962236336,1.319926649,0.678005549
07/07/21 20:36,Campagne_35_,,27.62,63.92,27.82,64.73,26.58,65.84,26.41,68.02,1.311732894,1.874958303,1.694706748,2.480539118,1.025998211,1.665299474,1.697393746,1.848462149,1.577692556,1.39290783,1.568763582,1.525974535,1.230710131,1.679338582,1.228382994,1.155373289,2.603446724,1.112910012,1.044643581,0.969122414,1.32673364,0.648679386
07/07/21 20:41,Campagne_35_,,27.51,63.59,27.65,64.83,26.51,65.96,26.36,68.53,1.211298931,1.923774346,1.683949708,2.508762934,1.011735002,1.688830152,1.661815573,1.828193153,1.57785295,1.367391693,1.551136882,1.530238799,1.256764407,1.68627097,1.230982031,1.167157734,2.591444766,1.11137753,1.044803038,0.943545904,1.328678544,0.6674863
07/07/21 20:46,Campagne_35_,,27.48,63.83,27.69,65.73,26.49,65.98,26.29,68.71,1.216567715,1.922963381,1.698819834,2.498595298,1.009972041,1.666683651,1.67634747,1.801951966,1.569509576,1.386655532,1.589812647,1.52269436,1.238984078,1.694217871,1.24495205,1.139885382,2.592417907,1.115123537,1.078264648,0.951087564,1.322195588,0.666848827
07/07/21 20:51,Campagne_35_,,27.44,63.7,27.59,64.99,26.56,65.72,26.29,68.25,1.321611754,1.908367222,1.689961115,2.47878613,1.025517419,1.662377378,1.680022188,1.835251197,1.556834208,1.378713288,1.588101372,1.525810579,1.240920626,1.67900035,1.220585884,1.164969243,2.572793128,1.116485804,1.069500987,0.953219087,1.287836075,0.657286044
07/07/21 20:56,Campagne_35_,,27.61,63.67,27.75,64.7,26.59,65.81,26.36,67.99,1.247356418,1.89360894,1.693599451,2.489479681,1.015581166,1.661762078,1.678184919,1.796703806,1.567263382,1.384796663,1.579715887,1.543851896,1.216274766,1.671898756,1.240728637,1.152342987,2.591120502,1.096733931,1.049423884,0.944693525,1.306636527,0.685974563
07/07/21 21:01,Campagne_35_,,27.6,63.6,27.75,64.71,26.48,65.97,26.34,67.87,1.317001678,1.825979963,1.675882013,2.471423313,1.025998211,1.67006714,1.690211286,1.806295378,1.556031898,1.380910183,1.565683177,1.52089014,1.24180091,1.693034332,1.23747971,1.143083974,2.574252839,1.116485804,1.057390942,0.931413406,1.31004011,0.663979941
07/07/21 21:06,Campagne_35_,,27.58,63.65,27.76,64.55,26.59,65.87,26.4,67.8,1.260692703,1.951344906,1.696921513,2.502802621,1.004843708,1.658686239,1.664488079,1.83633705,1.568547045,1.381924079,1.56106257,1.520070008,1.242152872,1.686778226,1.234718288,1.150996307,2.56257532,1.071533354,1.05994038,0.94944808,1.286701432,0.676571106
07/07/21 21:11,Campagne_35_,,27.47,64.14,27.65,65.08,26.54,65.68,26.27,67.66,1.292140115,1.933667358,1.699927132,2.486850104,1.017664713,1.637308615,1.69655851,1.846471548,1.56597972,1.360294422,1.573212933,1.514493745,1.224900864,1.679507607,1.209214902,1.147460955,2.568738431,1.104396343,1.061533758,0.948628427,1.304367588,0.657764192
07/07/21 21:16,Campagne_35_,,27.51,64.08,27.76,65.02,26.51,66.09,26.21,68.22,1.199444475,1.961400042,1.699136108,2.480889791,1.012215794,1.650996477,1.670668328,1.820411272,1.570151493,1.361477421,1.570817001,1.537291369,1.246553912,1.669700704,1.231469361,1.15840359,2.57522598,1.143048466,1.045918385,0.932561028,1.30534004,0.66015493
07/07/21 21:21,Campagne_35_,,27.55,63.87,27.56,64.76,26.55,65.99,26.27,68.23,1.279956305,1.930748091,1.669870775,2.502627379,1.032408713,1.65684067,1.652962818,1.817877744,1.544158668,1.365025875,1.55764002,1.521382184,1.227541337,1.670715218,1.23000737,1.142410453,2.58171353,1.113080227,1.046874446,0.953219087,1.304367588,0.667008323
07/07/21 21:26,Campagne_35_,,27.57,63.44,27.75,64.61,26.44,66.29,26.26,68.82,1.198785943,1.928153246,1.667023293,2.497192982,1.019267295,1.651919262,1.726624516,1.854977266,1.578494867,1.366546719,1.568078925,1.525646447,1.244793534,1.666657164,1.239916362,1.13517164,2.565332437,1.098607026,1.032055677,0.951415531,1.312309049,0.67370222
07/07/21 21:31,Campagne_35_,,27.6,63.38,27.69,64.51,26.58,65.64,26.24,68.26,1.260034172,1.894095485,1.686006166,2.494212732,1.018145505,1.648381866,1.634756203,1.784397602,1.565337975,1.355394046,1.570474856,1.529254887,1.251131122,1.69117433,1.228382994,1.151838118,2.56954944,1.11052609,1.077468045,0.943709799,1.292374128,0.639594751
07/07/21 21:36,Campagne_35_,,27.51,63.66,27.61,64.61,26.54,65.67,26.34,67.97,1.267937083,1.918098111,1.67255995,2.46739142,1.003882124,1.676065075,1.649622051,1.801409039,1.55731556,1.367222771,1.557811093,1.515477657,1.222084033,1.664797343,1.222047875,1.145945805,2.581875662,1.08226073,1.068704213,0.962400407,1.313443692,0.660792404
07/07/21 21:41,Campagne_35_,,27.54,63.35,27.76,64.06,26.48,65.5,26.31,67.9,1.276992647,1.911448612,1.683475128,2.48842785,0.993144494,1.646228811,1.680189164,1.819506524,1.552341649,1.363336109,1.585534368,1.523022272,1.227013205,1.678831325,1.22221026,1.123218905,2.55641221,1.100990766,1.065836031,0.939447106,1.286539415,0.627481904
07/07/21 21:46,Campagne_35_,,27.41,64.66,27.62,65.06,26.56,65.92,26.41,68.03,1.298561198,1.892797975,1.697870674,2.485096927,1.015901751,1.665145732,1.707916795,1.813172317,1.562289471,1.351169541,1.545489657,1.526466579,1.220323655,1.661584778,1.227570893,1.142242163,2.546356534,1.083963428,1.056912912,0.920592426,1.290915449,0.688524627
07/07/21 21:51,Campagne_35_,,27.44,64.37,27.72,65.36,26.64,65.55,26.31,67.93,1.233855545,1.931234636,1.693757588,2.476507225,0.979522284,1.660378066,1.686536567,1.800685202,1.55410649,1.348465879,1.574410807,1.504488911,1.207296517,1.655666722,1.231306976,1.139043572,2.55511463,1.096223104,1.047830507,0.93305289,1.304853814,0.636407214
07/07/21 21:56,Campagne_35_,,27.58,63.51,27.82,64.61,26.58,66.16,26.29,68.58,1.255424096,1.892635852,1.669554332,2.494388162,0.991381705,1.670682274,1.634923178,1.78331175,1.559882712,1.381586053,1.579715887,1.517609965,1.242152872,1.652792388,1.221560544,1.13550822,2.572630996,1.093158139,1.044962325,0.947152838,1.286377397,0.651070124
07/07/21 22:01,Campagne_35_,,27.48,64.1,27.72,64.62,26.59,65.96,26.29,68.34,1.285060324,1.933342937,1.68774635,2.511392511,1.006766876,1.652073004,1.68971018,1.818601581,1.539666109,1.350155645,1.558666822,1.523514316,1.219619541,1.673758758,1.229195269,1.145777515,2.542950541,1.104396343,1.047511763,0.943054041,1.295777536,0.665414384
07/07/21 22:06,Campagne_35_,,27.57,64,27.68,65.02,26.54,66.07,26.54,67.88,1.246368532,1.954750717,1.691226549,2.479837961,1.018465918,1.651457869,1.671837515,1.803399835,1.530841555,1.35505602,1.57167273,1.516133833,1.224020581,1.669700704,1.226921003,1.128269227,2.532732559,1.105758428,1.05898432,0.938955243,1.295453501,0.662704994
07/07/21 22:11,Campagne_35_,,27.42,64.17,27.73,64.36,26.56,66,26.48,68.1,1.292469293,1.884851315,1.679994929,2.505958114,0.997471622,1.674527155,1.677516658,1.765938297,1.555069194,1.352352359,1.572015059,1.510229306,1.222260203,1.640956459,1.205478819,1.125575686,2.558358318,1.107971952,1.044165551,0.937315583,1.291077467,0.656648571
07/07/21 22:16,Campagne_35_,,27.41,63.83,27.64,64.63,26.59,65.52,26.5,67.81,1.309921887,1.926207068,1.694865055,2.481941622,1.009170664,1.645152284,1.676514446,1.796341791,1.552983394,1.339002972,1.563287245,1.493007945,1.236871738,1.661246546,1.23065726,1.137023371,2.542626102,1.094009579,1.056275595,0.931741198,1.295129293,0.634016475
07/07/21 22:21,Campagne_35_,,27.51,63.91,27.75,64.24,26.61,65.75,26.31,67.71,1.255424096,1.941938439,1.680153235,2.474578806,1.00292054,1.656071793,1.630747354,1.774986942,1.534692197,1.362660239,1.56020684,1.495796253,1.215922615,1.641801947,1.215550196,1.145440754,2.529488872,1.08140929,1.038588644,0.920428531,1.287998093,0.650910799
07/07/21 22:26,Campagne_35_,,27.51,64.7,27.72,64.86,26.56,65.83,26.6,67.69,1.230727121,1.976806991,1.692808427,2.487025346,1.016703129,1.653457181,1.663485867,1.774444015,1.556834208,1.352183436,1.590668376,1.508589218,1.229301904,1.650763362,1.20742814,1.131804579,2.53548985,1.057741195,1.018670999,0.934036616,1.28216338,0.666211354
07/07/21 22:31,Campagne_35_,,27.52,64.73,27.69,64.76,26.62,65.97,26.46,68.16,1.272711925,1.901717898,1.689961115,2.486148758,1.019427502,1.651457869,1.650624263,1.746031317,1.567263382,1.345593113,1.5703036,1.50120856,1.208528951,1.654483184,1.20726558,1.147629245,2.543599243,1.12993735,1.036676523,0.944529629,1.279894441,0.657286044
07/07/21 22:36,Campagne_35_,,27.47,64.22,27.75,65.04,26.61,66.55,26.37,68.71,1.291152229,1.878688361,1.693757588,2.479837961,0.992824081,1.660224158,1.692048555,1.769014945,1.528755755,1.347789827,1.540355649,1.503504823,1.214162237,1.668855397,1.228545379,1.111097699,2.538409274,1.095031234,1.041297369,0.919444805,1.260931798,0.638000982
07/07/21 22:41,Campagne_35_,,27.48,63.89,27.69,64.57,26.66,66.1,26.41,68.51,1.239618096,1.906907589,1.694074031,2.49508932,1.007568081,1.6549951,1.640435345,1.810276774,1.534371411,1.343058374,1.573897406,1.503176735,1.221027768,1.664628318,1.203042167,1.137360131,2.541652961,1.096563716,1.040500765,0.934528479,1.258662859,0.641507342
07/07/21 22:46,Campagne_35_,,27.48,63.75,27.64,65.18,26.65,66.11,26.36,68.09,1.294280476,1.939830138,1.692808427,2.476682468,1.006766876,1.648228123,1.653463924,1.76702415,1.546725992,1.352014514,1.546687531,1.492351945,1.218211125,1.658879469,1.20791547,1.126417497,2.532246163,1.081920118,1.02695663,0.938627276,1.290429223,0.653142041
07/07/21 22:51,Campagne_35_,,27.55,63.03,27.69,64.93,26.54,65.26,26.36,67.51,1.25575345,1.865876257,1.684582595,2.477033141,0.999554996,1.651765354,1.691881579,1.791274542,1.556031898,1.33950992,1.572870604,1.509081262,1.208352781,1.647550796,1.201905122,1.123050435,2.527056019,1.103885516,1.045758928,0.933708649,1.274870163,0.648360735
07/07/21 22:56,Campagne_35_,,27.47,64.17,27.82,64.05,26.56,65.46,26.29,68.05,1.19960924,1.9255584,1.690277389,2.499296644,1.009491249,1.663453905,1.632918754,1.811181716,1.532446004,1.331905701,1.557982165,1.514165657,1.225780959,1.633855046,1.1999558,1.122208805,2.505322825,1.081068861,1.039544705,0.932397132,1.300315762,0.63768216
07/07/21 23:01,Campagne_35_,,27.58,63.56,27.72,64.7,26.59,65.74,26.15,68.05,1.289176457,1.908205099,1.679836792,2.487726504,0.993304873,1.6556104,1.664989185,1.779511264,1.528274403,1.318894158,1.56773678,1.497764428,1.209761197,1.638589382,1.19898114,1.136350031,2.532083857,1.080898463,1.043050204,0.934528479,1.26076978,0.650751473
07/07/21 23:06,Campagne_35_,,27.49,63.56,27.65,64.88,26.55,65.87,26.34,67.89,1.268595792,1.899609597,1.687113633,2.486148758,1.026959795,1.650073692,1.671837515,1.797608748,1.516561567,1.343058374,1.550281337,1.487431506,1.222260203,1.625231682,1.222047875,1.120356894,2.519271064,1.078344326,1.040182022,0.927314609,1.276328841,0.63847913
07/07/21 23:11,Campagne_35_,,27.6,63.72,27.83,64.77,26.61,65.63,26.31,67.88,1.226775754,1.921666045,1.681576806,2.480188445,1.005644913,1.660531808,1.6197232,1.738249436,1.529878852,1.328357065,1.533168038,1.503340867,1.228949753,1.643492742,1.203042167,1.122040334,2.523974464,1.066765692,1.021220437,0.938135413,1.277139102,0.650273326
07/07/21 23:16,Campagne_35_,,27.51,63.72,27.75,64.66,26.51,65.88,26.39,67.9,1.261845178,1.869444191,1.674458272,2.478084972,0.979041492,1.6556104,1.630413224,1.788560104,1.537901267,1.336637154,1.544462855,1.500224472,1.223492449,1.636560355,1.202554837,1.120188604,2.496402423,1.092987924,1.020264376,0.928626126,1.295453501,0.64852006
07/07/21 23:21,Campagne_35_,,27.38,64.55,27.62,65.48,26.55,66.1,26.57,67.99,1.262833064,1.972103845,1.670819766,2.480539118,1.006446291,1.656994412,1.627907693,1.7925415,1.532446004,1.332412649,1.538986519,1.493992033,1.230886301,1.645690794,1.195244883,1.114633051,2.517324782,1.106269255,1.031418189,0.922232086,1.263849154,0.628438029
07/07/21 23:26,Campagne_35_,,27.49,63.5,27.76,64.8,26.62,66.1,26.57,68.49,1.26019876,1.880147994,1.673983691,2.462658181,0.997151036,1.662992512,1.6810244,1.773720178,1.540468419,1.319232184,1.531456763,1.501536648,1.217682993,1.650594336,1.205966149,1.113454661,2.531435154,1.075960586,1.027594118,0.921904119,1.273087276,0.64772309
07/07/21 23:31,Campagne_35_,,27.45,63.59,27.68,64.56,26.61,65.93,26.33,68.43,1.169314304,1.910799944,1.664808529,2.462482939,0.991381705,1.650073692,1.637929815,1.754899051,1.551860297,1.332243727,1.531799092,1.497764428,1.229477885,1.627429915,1.196706874,1.103690416,2.504998387,1.069490227,1.015962103,0.933380857,1.282325571,0.627003757
07/07/21 23:36,Campagne_35_,,27.54,63.86,27.73,64.68,26.64,65.32,26.46,67.2,1.216567715,1.869444191,1.677305754,2.449685726,0.996510038,1.649150908,1.642105639,1.780778222,1.535173549,1.314500731,1.543436054,1.479558979,1.230181999,1.629289735,1.185823396,1.1121078,2.507106975,1.076471414,1.03333031,0.915182112,1.278921989,0.663183142
07/07/21 23:41,Campagne_35_,,27.55,63.43,27.59,64.83,26.61,66.08,26.41,68.25,1.257729045,1.891176218,1.677305754,2.486499431,1.011895209,1.639923227,1.644444015,1.749288876,1.544319233,1.308755381,1.563629574,1.494976121,1.207824649,1.643661949,1.185173506,1.113959711,2.53678743,1.073917276,1.040500765,0.920100563,1.253152355,0.645491849
07/07/21 23:46,Campagne_35_,,27.44,64.21,27.69,65.05,26.64,65.86,26.31,68.24,1.303006685,1.928964037,1.678729494,2.479136614,1.009491249,1.644844635,1.642940696,1.737525598,1.539345322,1.305375668,1.56106257,1.500880648,1.21504252,1.630811506,1.161619615,1.124565585,2.507106975,1.070511882,1.018830285,0.915346007,1.260283554,0.644057406
